Order Number,Line Item,Order Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
527003,1,2016-06-10,1964759,45,1706,6,USD
527006,1,2016-06-10,1167987,42,2053,2,GBP
527007,1,2016-06-10,1915783,56,1637,3,USD
528001,1,2016-06-11,1525125,45,460,5,USD
528004,1,2016-06-11,211214,8,603,3,CAD
528007,1,2016-06-11,1537074,47,1137,3,USD
528009,1,2016-06-11,1349131,43,1053,2,USD
528012,1,2016-06-11,1445735,63,1621,1,USD
530000,1,2016-06-13,1729347,54,2448,6,USD
530003,1,2016-06-13,1917006,65,1292,6,USD
530006,1,2016-06-13,999709,36,70,4,GBP
531004,1,2016-06-14,18493,0,1369,8,AUD
531006,1,2016-06-14,35257,1,775,3,AUD
531008,1,2016-06-14,21575,0,244,1,AUD
532002,1,2016-06-15,1718240,54,2036,7,USD
532004,1,2016-06-15,924965,40,2156,1,GBP
532005,1,2016-06-15,1704194,45,442,2,USD
532010,1,2016-06-15,1151103,39,108,3,GBP
533000,1,2016-06-16,74581,6,731,6,AUD
533003,1,2016-06-16,1981004,57,1144,1,USD
533005,1,2016-06-16,1392223,51,179,3,USD
533008,1,2016-06-16,1019996,41,1594,1,GBP
533009,1,2016-06-16,88785,4,2087,2,AUD
534001,1,2016-06-17,207855,10,26,5,CAD
534007,1,2016-06-17,278255,10,427,7,CAD
535005,1,2016-06-18,960742,39,2088,1,GBP
535011,1,2016-06-18,1538701,66,1462,2,USD
536000,1,2016-06-19,1388765,55,134,1,USD
538000,1,2016-06-21,1359483,54,1782,1,USD
538004,1,2016-06-21,1587485,48,85,5,USD
538006,1,2016-06-21,1683222,56,262,2,USD
539001,1,2016-06-22,1668372,51,1727,3,USD
539002,1,2016-06-22,1288708,64,123,4,USD
539003,1,2016-06-22,983558,40,1326,2,GBP
539004,1,2016-06-22,1511494,55,1641,3,USD
539007,1,2016-06-22,1328691,54,1613,4,USD
540006,1,2016-06-23,896276,0,671,3,EUR
540010,1,2016-06-23,1143203,42,1201,1,GBP
540012,1,2016-06-23,1146045,38,60,1,GBP
541000,1,2016-06-24,547514,22,1436,1,EUR
541004,1,2016-06-24,275140,10,1637,1,CAD
541006,1,2016-06-24,1252582,45,56,1,USD
541007,1,2016-06-24,239647,9,1589,1,CAD
542000,1,2016-06-25,1253732,0,804,3,USD
542004,1,2016-06-25,996818,37,294,4,GBP
542006,1,2016-06-25,1937213,51,1985,3,USD
542008,1,2016-06-25,1211796,47,159,3,USD
542009,1,2016-06-25,1563045,51,426,1,USD
542010,1,2016-06-25,1208128,59,1826,1,USD
542012,1,2016-06-25,971338,38,2108,2,GBP
542013,1,2016-06-25,1472106,56,1279,1,USD
542014,1,2016-06-25,50681,0,1054,2,AUD
544000,1,2016-06-27,517558,23,1609,7,EUR
544002,1,2016-06-27,326086,0,1130,1,CAD
544004,1,2016-06-27,1664688,63,2109,1,USD
544005,1,2016-06-27,1763642,64,2049,1,USD
545003,1,2016-06-28,937300,40,1635,1,GBP
545005,1,2016-06-28,1055437,40,141,5,GBP
545007,1,2016-06-28,1686496,56,1644,5,USD
545008,1,2016-06-28,1388023,53,441,3,USD
546009,1,2016-06-29,1970732,54,53,2,USD
547008,1,2016-06-30,1208003,44,1572,4,USD
547010,1,2016-06-30,1460194,65,90,2,USD
547012,1,2016-06-30,1577659,63,2103,2,USD
548006,1,2016-07-01,775223,30,1447,3,EUR
549005,1,2016-07-02,745462,29,1055,8,EUR
549007,1,2016-07-02,971427,41,1683,1,GBP
549014,1,2016-07-02,2055186,45,298,4,USD
551005,1,2016-07-04,1214271,56,1589,3,USD
552000,1,2016-07-05,526271,24,1817,8,EUR
552003,1,2016-07-05,1039050,0,1783,1,GBP
552005,1,2016-07-05,1749380,54,65,2,USD
553001,1,2016-07-06,1958679,59,359,5,USD
553006,1,2016-07-06,1367861,0,443,1,USD
553010,1,2016-07-06,859981,0,1038,2,EUR
554000,1,2016-07-07,1385828,53,1516,2,USD
554005,1,2016-07-07,517561,27,1557,3,EUR
554012,1,2016-07-07,1250940,66,187,2,USD
555001,1,2016-07-08,311805,9,1613,1,CAD
556000,1,2016-07-09,1219767,48,6,3,USD
556008,1,2016-07-09,615603,0,1577,1,EUR
556015,1,2016-07-09,1583359,45,1067,1,USD
558001,1,2016-07-11,1831168,54,9,2,USD
558002,1,2016-07-11,1016110,40,335,2,GBP
558005,1,2016-07-11,618287,13,1438,2,EUR
558006,1,2016-07-11,897866,31,1290,7,EUR
560002,1,2016-07-13,1849661,54,2148,3,USD
560005,1,2016-07-13,1164225,36,310,2,GBP
560008,1,2016-07-13,1553366,56,2180,1,USD
560010,1,2016-07-13,645472,12,1547,3,EUR
560011,1,2016-07-13,937542,37,598,1,GBP
561005,1,2016-07-14,1005343,0,48,3,GBP
561008,1,2016-07-14,1097685,42,47,3,GBP
561009,1,2016-07-14,2000872,56,1819,6,USD
562007,1,2016-07-15,507938,19,1607,3,EUR
562008,1,2016-07-15,1433344,0,2097,5,USD
563003,1,2016-07-16,1261289,53,449,7,USD
563015,1,2016-07-16,785245,28,114,1,EUR
564000,1,2016-07-17,1990185,53,679,3,USD
565002,1,2016-07-18,1688501,0,445,3,USD
565003,1,2016-07-18,1407506,47,54,2,USD
565005,1,2016-07-18,1213214,45,475,3,USD
565006,1,2016-07-18,764628,30,114,3,EUR
566002,1,2016-07-19,1910529,56,2438,3,USD
566004,1,2016-07-19,1537435,51,279,1,USD
566005,1,2016-07-19,1569944,50,2471,1,USD
566006,1,2016-07-19,722794,30,424,5,EUR
567000,1,2016-07-20,772646,28,1612,3,EUR
567001,1,2016-07-20,1653389,64,1316,2,USD
567003,1,2016-07-20,1295068,59,417,3,USD
567010,1,2016-07-20,1232975,61,1642,10,USD
568007,1,2016-07-21,1201225,47,113,2,USD
570001,1,2016-07-23,342040,9,2092,1,CAD
570003,1,2016-07-23,2059592,0,1703,1,USD
570007,1,2016-07-23,1119547,37,1840,1,GBP
570008,1,2016-07-23,1018779,0,618,5,GBP
573002,1,2016-07-26,1390208,63,2043,8,USD
573003,1,2016-07-26,1347884,53,1598,1,USD
577000,1,2016-07-30,1463606,66,615,4,USD
577002,1,2016-07-30,778636,28,657,6,EUR
577006,1,2016-07-30,785344,28,1464,4,EUR
579001,1,2016-08-01,1906549,53,137,6,USD
581002,1,2016-08-03,448232,19,156,1,EUR
582003,1,2016-08-04,141179,5,1648,3,AUD
582005,1,2016-08-04,1246129,48,65,4,USD
583001,1,2016-08-05,753461,29,1687,1,EUR
583003,1,2016-08-05,1962199,50,1433,5,USD
584000,1,2016-08-06,2035862,44,46,2,USD
584001,1,2016-08-06,137865,1,2090,1,AUD
584002,1,2016-08-06,1865189,66,1149,1,USD
584003,1,2016-08-06,1031529,36,185,2,GBP
584004,1,2016-08-06,1737038,50,98,6,USD
584008,1,2016-08-06,1877836,50,48,1,USD
586002,1,2016-08-08,1541524,0,2115,4,USD
587001,1,2016-08-09,918640,0,1327,2,GBP
587002,1,2016-08-09,206055,0,1617,1,CAD
587005,1,2016-08-09,1324602,56,1930,1,USD
587006,1,2016-08-09,1836318,65,1622,8,USD
587007,1,2016-08-09,2066018,54,1637,1,USD
587008,1,2016-08-09,1650488,0,1636,1,USD
588000,1,2016-08-10,1517783,48,105,6,USD
588002,1,2016-08-10,1329796,56,1710,4,USD
588004,1,2016-08-10,1196684,42,549,2,GBP
588005,1,2016-08-10,527697,20,2182,2,EUR
588006,1,2016-08-10,1716357,0,431,2,USD
588007,1,2016-08-10,1373363,54,76,1,USD
588008,1,2016-08-10,1347239,43,182,10,USD
589000,1,2016-08-11,1899416,55,1773,3,USD
589004,1,2016-08-11,1653979,50,1922,1,USD
589005,1,2016-08-11,1199757,39,1317,8,GBP
589008,1,2016-08-11,1487198,45,1630,3,USD
589009,1,2016-08-11,1782452,64,455,10,USD
590004,1,2016-08-12,1551427,51,158,6,USD
591000,1,2016-08-13,1016260,42,1789,2,GBP
591001,1,2016-08-13,2082962,50,419,1,USD
591007,1,2016-08-13,1264011,44,997,2,USD
591008,1,2016-08-13,1509730,51,451,1,USD
593001,1,2016-08-15,1198127,38,2036,1,GBP
593002,1,2016-08-15,724534,29,1406,4,EUR
593003,1,2016-08-15,382843,9,1107,7,CAD
594000,1,2016-08-16,341191,10,48,2,CAD
594007,1,2016-08-16,112762,5,1587,1,AUD
594008,1,2016-08-16,501912,19,1641,1,EUR
595001,1,2016-08-17,759498,30,1661,7,EUR
595004,1,2016-08-17,1754919,44,446,5,USD
595005,1,2016-08-17,1547892,66,453,1,USD
595010,1,2016-08-17,376019,8,533,1,CAD
596008,1,2016-08-18,1691871,44,73,1,USD
596010,1,2016-08-18,1686496,65,439,4,USD
596012,1,2016-08-18,786094,29,116,6,EUR
597002,1,2016-08-19,1359024,0,153,1,USD
597005,1,2016-08-19,1874019,54,516,2,USD
597007,1,2016-08-19,1646403,0,183,2,USD
597008,1,2016-08-19,1838893,0,2116,3,USD
598004,1,2016-08-20,1650488,54,79,1,USD
598005,1,2016-08-20,758280,30,30,1,EUR
598006,1,2016-08-20,654459,17,2307,1,EUR
598007,1,2016-08-20,1399512,48,1455,5,USD
598009,1,2016-08-20,1609149,63,2027,6,USD
598011,1,2016-08-20,125008,6,947,6,AUD
598013,1,2016-08-20,1233674,43,1700,1,USD
599000,1,2016-08-21,1364466,0,2096,2,USD
